entity_a,entity_b,weight,level
mid-century,UNEP,2.0,sentence
mid-century,0.3 degrees,2.0,sentence
UNEP,0.3 degrees,2.0,sentence
July 2023,70%,1.0,document
July 2023,2050,1.0,document
July 2023,50%,1.0,document
July 2023,2040,1.0,document
July 2023,The International Maritime Organization,1.0,document
July 2023,20%,1.0,document
July 2023,2030,1.0,document
July 2023,2008,1.0,document
July 2023,approximately 3%,1.0,document
70%,2050,1.0,document
70%,50%,1.0,document
70%,2040,1.0,document
70%,The International Maritime Organization,1.0,document
70%,20%,1.0,document
70%,2030,1.0,document
70%,2008,1.0,document
70%,approximately 3%,1.0,document
2050,50%,1.0,document
2050,2040,1.0,document
2050,The International Maritime Organization,1.0,document
2050,20%,3.0,document
2050,2008,1.0,document
2050,approximately 3%,1.0,document
50%,2040,1.0,document
50%,The International Maritime Organization,1.0,document
50%,20%,1.0,document
50%,2008,1.0,document
50%,approximately 3%,1.0,document
2040,The International Maritime Organization,1.0,document
2040,20%,1.0,document
2040,2030,1.0,document
2040,2008,1.0,document
2040,approximately 3%,1.0,document
The International Maritime Organization,20%,1.0,document
The International Maritime Organization,2030,1.0,document
The International Maritime Organization,2008,1.0,document
The International Maritime Organization,approximately 3%,1.0,document
20%,2030,1.0,document
20%,2008,1.0,document
20%,approximately 3%,1.0,document
2030,2008,1.0,document
2030,approximately 3%,1.0,document
2008,approximately 3%,1.0,document
2050,July 2023,2.0,sentence
2050,The International Maritime Organization,2.0,sentence
July 2023,The International Maritime Organization,2.0,sentence
70%,2040,2.0,sentence
70%,20%,2.0,sentence
70%,2030,2.0,sentence
70%,2008,2.0,sentence
2040,20%,2.0,sentence
2040,2030,2.0,sentence
2040,2008,2.0,sentence
20%,2030,2.0,sentence
20%,2008,2.0,sentence
2030,2008,2.0,sentence
every 5 seconds,2023,1.0,document
every 5 seconds,3.7 million,1.0,document
every 5 seconds,Brazil,1.0,document
every 5 seconds,the Democratic Republic of Congo,1.0,document
every 5 seconds,Bolivia,1.0,document
every 5 seconds,22.8 million,1.0,document
every 5 seconds,The World Resources Institute,1.0,document
2023,3.7 million,1.0,document
2023,Brazil,1.0,document
2023,the Democratic Republic of Congo,1.0,document
2023,Bolivia,1.0,document
2023,22.8 million,1.0,document
2023,The World Resources Institute,1.0,document
3.7 million,Brazil,1.0,document
3.7 million,the Democratic Republic of Congo,1.0,document
3.7 million,Bolivia,1.0,document
3.7 million,22.8 million,1.0,document
3.7 million,The World Resources Institute,1.0,document
Brazil,the Democratic Republic of Congo,1.0,document
Brazil,Bolivia,1.0,document
Brazil,22.8 million,1.0,document
Brazil,The World Resources Institute,1.0,document
the Democratic Republic of Congo,Bolivia,1.0,document
the Democratic Republic of Congo,22.8 million,1.0,document
the Democratic Republic of Congo,The World Resources Institute,1.0,document
Bolivia,22.8 million,1.0,document
Bolivia,The World Resources Institute,1.0,document
22.8 million,The World Resources Institute,1.0,document
2023,every 5 seconds,2.0,sentence
2023,22.8 million,2.0,sentence
2023,The World Resources Institute,2.0,sentence
every 5 seconds,22.8 million,2.0,sentence
every 5 seconds,The World Resources Institute,2.0,sentence
22.8 million,The World Resources Institute,2.0,sentence
Brazil,3.7 million,2.0,sentence
Brazil,Bolivia,2.0,sentence
Brazil,the Democratic Republic of Congo,2.0,sentence
3.7 million,Bolivia,2.0,sentence
3.7 million,the Democratic Republic of Congo,2.0,sentence
Bolivia,the Democratic Republic of Congo,2.0,sentence
40%,2023-2040,1.0,document
40%,25%,1.0,document
40%,Ministry of Water and Irrigation,1.0,document
40%,the World Bank,1.0,document
40%,400 million cubic meters,1.0,document
40%,USAID,1.0,document
40%,German,1.0,document
40%,$1.8 billion,1.0,document
40%,KfW,1.0,document
40%,the National Water Strategy,1.0,document
2023-2040,25%,1.0,document
2023-2040,Ministry of Water and Irrigation,1.0,document
2023-2040,the World Bank,1.0,document
2023-2040,annually,1.0,document
2023-2040,400 million cubic meters,1.0,document
2023-2040,USAID,1.0,document
2023-2040,German,1.0,document
2023-2040,Jordan,1.0,document
2023-2040,$1.8 billion,1.0,document
2023-2040,KfW,1.0,document
2023-2040,the National Water Strategy,1.0,document
25%,Ministry of Water and Irrigation,1.0,document
25%,the World Bank,1.0,document
25%,annually,1.0,document
25%,400 million cubic meters,1.0,document
25%,USAID,1.0,document
25%,German,1.0,document
25%,Jordan,1.0,document
25%,$1.8 billion,1.0,document
25%,KfW,1.0,document
25%,the National Water Strategy,1.0,document
Ministry of Water and Irrigation,the World Bank,1.0,document
Ministry of Water and Irrigation,annually,1.0,document
Ministry of Water and Irrigation,400 million cubic meters,1.0,document
Ministry of Water and Irrigation,USAID,1.0,document
Ministry of Water and Irrigation,German,1.0,document
Ministry of Water and Irrigation,Jordan,1.0,document
Ministry of Water and Irrigation,$1.8 billion,1.0,document
Ministry of Water and Irrigation,KfW,1.0,document
Ministry of Water and Irrigation,the National Water Strategy,1.0,document
the World Bank,annually,1.0,document
the World Bank,400 million cubic meters,1.0,document
the World Bank,USAID,1.0,document
the World Bank,German,1.0,document
the World Bank,Jordan,1.0,document
the World Bank,$1.8 billion,1.0,document
the World Bank,KfW,1.0,document
the World Bank,the National Water Strategy,1.0,document
annually,400 million cubic meters,1.0,document
annually,USAID,1.0,document
annually,German,1.0,document
annually,$1.8 billion,1.0,document
annually,KfW,1.0,document
annually,the National Water Strategy,1.0,document
400 million cubic meters,USAID,1.0,document
400 million cubic meters,German,1.0,document
400 million cubic meters,Jordan,1.0,document
400 million cubic meters,$1.8 billion,1.0,document
400 million cubic meters,KfW,1.0,document
400 million cubic meters,the National Water Strategy,1.0,document
USAID,German,1.0,document
USAID,Jordan,1.0,document
USAID,$1.8 billion,1.0,document
USAID,KfW,1.0,document
USAID,the National Water Strategy,1.0,document
German,Jordan,1.0,document
German,$1.8 billion,1.0,document
German,KfW,1.0,document
German,the National Water Strategy,1.0,document
Jordan,$1.8 billion,1.0,document
Jordan,KfW,1.0,document
Jordan,the National Water Strategy,1.0,document
$1.8 billion,KfW,1.0,document
$1.8 billion,the National Water Strategy,1.0,document
KfW,the National Water Strategy,1.0,document
40%,2023-2040,2.0,sentence
40%,25%,2.0,sentence
40%,Ministry of Water and Irrigation,2.0,sentence
40%,the National Water Strategy,2.0,sentence
2023-2040,25%,2.0,sentence
2023-2040,Ministry of Water and Irrigation,2.0,sentence
2023-2040,Jordan,2.0,sentence
2023-2040,the National Water Strategy,2.0,sentence
25%,Ministry of Water and Irrigation,2.0,sentence
25%,Jordan,2.0,sentence
25%,the National Water Strategy,2.0,sentence
Ministry of Water and Irrigation,Jordan,2.0,sentence
Ministry of Water and Irrigation,the National Water Strategy,2.0,sentence
Jordan,the National Water Strategy,2.0,sentence
annually,400 million cubic meters,2.0,sentence
the World Bank,USAID,2.0,sentence
the World Bank,German,2.0,sentence
the World Bank,$1.8 billion,2.0,sentence
the World Bank,KfW,2.0,sentence
USAID,German,2.0,sentence
USAID,$1.8 billion,2.0,sentence
USAID,KfW,2.0,sentence
German,$1.8 billion,2.0,sentence
German,KfW,2.0,sentence
$1.8 billion,KfW,2.0,sentence
"over 12,500",32%,1.0,document
"over 12,500",approximately 70%,1.0,document
"over 12,500",2030,1.0,document
"over 12,500",1 billion,1.0,document
32%,approximately 70%,1.0,document
32%,2030,1.0,document
32%,1 billion,1.0,document
approximately 70%,2030,1.0,document
approximately 70%,1 billion,1.0,document
2030,1 billion,1.0,document
1 billion,"over 12,500",2.0,sentence
1 billion,32%,2.0,sentence
1 billion,2030,2.0,sentence
"over 12,500",32%,2.0,sentence
"over 12,500",2030,2.0,sentence
32%,2030,2.0,sentence
the Eastern Mediterranean,2050,1.0,document
the Eastern Mediterranean,the Middle East,1.0,document
the Eastern Mediterranean,10-20%,1.0,document
the Eastern Mediterranean,Earth,1.0,document
the Eastern Mediterranean,20%,1.0,document
the Eastern Mediterranean,1960,1.0,document
the Eastern Mediterranean,1900,1.0,document
the Eastern Mediterranean,winter,1.0,document
the Eastern Mediterranean,3.5,1.0,document
2050,10-20%,1.0,document
2050,Earth,1.0,document
2050,1960,1.0,document
2050,1900,1.0,document
2050,winter,1.0,document
2050,3.5,1.0,document
the Middle East,10-20%,1.0,document
the Middle East,Earth,1.0,document
the Middle East,20%,1.0,document
the Middle East,1960,1.0,document
the Middle East,1900,1.0,document
the Middle East,winter,1.0,document
the Middle East,3.5,1.0,document
10-20%,Earth,1.0,document
10-20%,20%,1.0,document
10-20%,1960,1.0,document
10-20%,1900,1.0,document
10-20%,winter,1.0,document
10-20%,3.5,1.0,document
Earth,20%,1.0,document
Earth,1960,1.0,document
Earth,1900,1.0,document
Earth,winter,1.0,document
Earth,3.5,1.0,document
20%,1960,1.0,document
20%,1900,1.0,document
20%,winter,1.0,document
20%,3.5,1.0,document
1960,1900,1.0,document
1960,winter,1.0,document
1960,3.5,1.0,document
1900,winter,1.0,document
1900,3.5,1.0,document
winter,3.5,1.0,document
1960,10-20%,2.0,sentence
1960,the Middle East,2.0,sentence
1960,winter,2.0,sentence
10-20%,the Middle East,2.0,sentence
10-20%,winter,2.0,sentence
the Middle East,winter,2.0,sentence
1900,3.5,2.0,sentence
1900,the Eastern Mediterranean,2.0,sentence
1900,Earth,2.0,sentence
3.5,the Eastern Mediterranean,2.0,sentence
3.5,Earth,2.0,sentence
the Eastern Mediterranean,Earth,2.0,sentence
2050,20%,4.0,sentence
The Asian Development Bank,2019-2030,1.0,document
The Asian Development Bank,$100 billion,1.0,document
The Asian Development Bank,India,1.0,document
The Asian Development Bank,Southeast Asia,1.0,document
The Asian Development Bank,$180 million,1.0,document
The Asian Development Bank,$250 million,1.0,document
The Asian Development Bank,South,1.0,document
The Asian Development Bank,Pakistan,1.0,document
2019-2030,$100 billion,1.0,document
2019-2030,India,1.0,document
2019-2030,Southeast Asia,1.0,document
2019-2030,$180 million,1.0,document
2019-2030,$250 million,1.0,document
2019-2030,South,1.0,document
2019-2030,Pakistan,1.0,document
$100 billion,India,1.0,document
$100 billion,Southeast Asia,1.0,document
$100 billion,$180 million,1.0,document
$100 billion,$250 million,1.0,document
$100 billion,South,1.0,document
$100 billion,Pakistan,1.0,document
India,Southeast Asia,1.0,document
India,$180 million,1.0,document
India,$250 million,1.0,document
India,South,1.0,document
India,Pakistan,1.0,document
Southeast Asia,$180 million,1.0,document
Southeast Asia,$250 million,1.0,document
Southeast Asia,South,1.0,document
Southeast Asia,Pakistan,1.0,document
$180 million,$250 million,1.0,document
$180 million,South,1.0,document
$180 million,Pakistan,1.0,document
$250 million,South,1.0,document
$250 million,Pakistan,1.0,document
South,Pakistan,1.0,document
The Asian Development Bank,2019-2030,2.0,sentence
The Asian Development Bank,$100 billion,2.0,sentence
The Asian Development Bank,Southeast Asia,2.0,sentence
The Asian Development Bank,South,2.0,sentence
2019-2030,$100 billion,2.0,sentence
2019-2030,Southeast Asia,2.0,sentence
2019-2030,South,2.0,sentence
$100 billion,Southeast Asia,2.0,sentence
$100 billion,South,2.0,sentence
Southeast Asia,South,2.0,sentence
India,Pakistan,2.0,sentence
India,$180 million,2.0,sentence
India,$250 million,2.0,sentence
Pakistan,$180 million,2.0,sentence
Pakistan,$250 million,2.0,sentence
$180 million,$250 million,2.0,sentence
40%,the Tibetan Plateau,1.0,document
40%,2006,1.0,document
40%,2100,1.0,document
40%,Qinghai,1.0,document
40%,1.5 million square kilometers,1.0,document
40%,0.5 degrees Celsius,1.0,document
40%,1980,1.0,document
the Tibetan Plateau,2006,1.0,document
the Tibetan Plateau,2100,1.0,document
the Tibetan Plateau,Qinghai,1.0,document
the Tibetan Plateau,1.5 million square kilometers,1.0,document
the Tibetan Plateau,0.5 degrees Celsius,1.0,document
the Tibetan Plateau,1980,1.0,document
2006,2100,1.0,document
2006,Qinghai,1.0,document
2006,1.5 million square kilometers,1.0,document
2006,0.5 degrees Celsius,1.0,document
2006,1980,1.0,document
2100,Qinghai,1.0,document
2100,1.5 million square kilometers,1.0,document
2100,0.5 degrees Celsius,1.0,document
2100,1980,1.0,document
Qinghai,1.5 million square kilometers,1.0,document
Qinghai,0.5 degrees Celsius,1.0,document
Qinghai,1980,1.0,document
1.5 million square kilometers,0.5 degrees Celsius,1.0,document
1.5 million square kilometers,1980,1.0,document
0.5 degrees Celsius,1980,1.0,document
the Tibetan Plateau,1.5 million square kilometers,2.0,sentence
Qinghai,2006,2.0,sentence
40%,0.5 degrees Celsius,2.0,sentence
40%,1980,2.0,sentence
40%,2100,2.0,sentence
0.5 degrees Celsius,1980,2.0,sentence
0.5 degrees Celsius,2100,2.0,sentence
1980,2100,2.0,sentence
500 million,58%,1.0,document
500 million,2023,1.0,document
500 million,36 billion,1.0,document
500 million,1 trillion,1.0,document
500 million,Spain,1.0,document
500 million,2030,1.0,document
500 million,Poland,1.0,document
500 million,2 billion,1.0,document
500 million,4.5 billion,1.0,document
500 million,The European Investment Bank,1.0,document
500 million,the North Sea,1.0,document
58%,2023,1.0,document
58%,36 billion,1.0,document
58%,1 trillion,1.0,document
58%,Spain,1.0,document
58%,2030,1.0,document
58%,Poland,1.0,document
58%,2 billion,1.0,document
58%,4.5 billion,1.0,document
58%,The European Investment Bank,1.0,document
58%,the North Sea,1.0,document
2023,36 billion,1.0,document
2023,1 trillion,1.0,document
2023,Spain,1.0,document
2023,Poland,1.0,document
2023,2 billion,1.0,document
2023,4.5 billion,1.0,document
2023,The European Investment Bank,1.0,document
2023,the North Sea,1.0,document
36 billion,1 trillion,1.0,document
36 billion,Spain,1.0,document
36 billion,2030,1.0,document
36 billion,Poland,1.0,document
36 billion,2 billion,1.0,document
36 billion,4.5 billion,1.0,document
36 billion,The European Investment Bank,1.0,document
36 billion,the North Sea,1.0,document
1 trillion,Spain,1.0,document
1 trillion,2030,1.0,document
1 trillion,Poland,1.0,document
1 trillion,2 billion,1.0,document
1 trillion,4.5 billion,1.0,document
1 trillion,The European Investment Bank,1.0,document
1 trillion,the North Sea,1.0,document
Spain,2030,1.0,document
Spain,Poland,1.0,document
Spain,2 billion,1.0,document
Spain,4.5 billion,1.0,document
Spain,The European Investment Bank,1.0,document
Spain,the North Sea,1.0,document
2030,Poland,1.0,document
2030,2 billion,1.0,document
2030,4.5 billion,1.0,document
2030,The European Investment Bank,1.0,document
2030,the North Sea,1.0,document
Poland,2 billion,1.0,document
Poland,4.5 billion,1.0,document
Poland,The European Investment Bank,1.0,document
Poland,the North Sea,1.0,document
2 billion,4.5 billion,1.0,document
2 billion,The European Investment Bank,1.0,document
2 billion,the North Sea,1.0,document
4.5 billion,The European Investment Bank,1.0,document
4.5 billion,the North Sea,1.0,document
The European Investment Bank,the North Sea,1.0,document
2023,36 billion,2.0,sentence
2023,58%,2.0,sentence
2023,The European Investment Bank,2.0,sentence
36 billion,58%,2.0,sentence
36 billion,The European Investment Bank,2.0,sentence
58%,The European Investment Bank,2.0,sentence
500 million,Spain,2.0,sentence
500 million,Poland,2.0,sentence
500 million,2 billion,2.0,sentence
500 million,4.5 billion,2.0,sentence
500 million,the North Sea,2.0,sentence
Spain,Poland,2.0,sentence
Spain,2 billion,2.0,sentence
Spain,4.5 billion,2.0,sentence
Spain,the North Sea,2.0,sentence
Poland,2 billion,2.0,sentence
Poland,4.5 billion,2.0,sentence
Poland,the North Sea,2.0,sentence
2 billion,4.5 billion,2.0,sentence
2 billion,the North Sea,2.0,sentence
4.5 billion,the North Sea,2.0,sentence
1 trillion,2030,2.0,sentence
2024,2025,1.0,document
2024,3,1.0,document
2024,5,1.0,document
2024,the Asian Development Bank,1.0,document
2024,Indonesia,1.0,document
2024,FAO,1.0,document
2024,"130,000",1.0,document
2024,"600,000",1.0,document
2025,3,1.0,document
2025,5,1.0,document
2025,the Asian Development Bank,1.0,document
2025,Indonesia,1.0,document
2025,FAO,1.0,document
2025,"130,000",1.0,document
2025,"600,000",1.0,document
3,5,1.0,document
3,the Asian Development Bank,1.0,document
3,Indonesia,1.0,document
3,FAO,1.0,document
3,"130,000",1.0,document
3,"600,000",1.0,document
5,the Asian Development Bank,1.0,document
5,Indonesia,1.0,document
5,FAO,1.0,document
5,"130,000",1.0,document
5,"600,000",1.0,document
the Asian Development Bank,Indonesia,1.0,document
the Asian Development Bank,FAO,1.0,document
the Asian Development Bank,"130,000",1.0,document
the Asian Development Bank,"600,000",1.0,document
Indonesia,FAO,1.0,document
Indonesia,"130,000",1.0,document
Indonesia,"600,000",1.0,document
FAO,"130,000",1.0,document
FAO,"600,000",1.0,document
"130,000","600,000",1.0,document
2025,Indonesia,2.0,sentence
2025,"600,000",2.0,sentence
Indonesia,"600,000",2.0,sentence
5,3,2.0,sentence
FAO,the Asian Development Bank,2.0,sentence
FAO,2024,2.0,sentence
FAO,"130,000",2.0,sentence
the Asian Development Bank,2024,2.0,sentence
the Asian Development Bank,"130,000",2.0,sentence
2024,"130,000",2.0,sentence
Bill Gates,Ban Ki-moon,1.0,document
Bill Gates,The Global Commission on Adaptation,1.0,document
Bill Gates,$7.1 trillion,1.0,document
Bill Gates,between 2020 and 2030,1.0,document
Bill Gates,$1.8 trillion,1.0,document
Bill Gates,five,1.0,document
Ban Ki-moon,The Global Commission on Adaptation,1.0,document
Ban Ki-moon,$7.1 trillion,1.0,document
Ban Ki-moon,between 2020 and 2030,1.0,document
Ban Ki-moon,$1.8 trillion,1.0,document
Ban Ki-moon,five,1.0,document
The Global Commission on Adaptation,$7.1 trillion,1.0,document
The Global Commission on Adaptation,between 2020 and 2030,1.0,document
The Global Commission on Adaptation,$1.8 trillion,1.0,document
The Global Commission on Adaptation,five,1.0,document
$7.1 trillion,between 2020 and 2030,1.0,document
$7.1 trillion,$1.8 trillion,1.0,document
$7.1 trillion,five,1.0,document
between 2020 and 2030,$1.8 trillion,1.0,document
between 2020 and 2030,five,1.0,document
$1.8 trillion,five,1.0,document
The Global Commission on Adaptation,$7.1 trillion,2.0,sentence
The Global Commission on Adaptation,between 2020 and 2030,2.0,sentence
The Global Commission on Adaptation,$1.8 trillion,2.0,sentence
The Global Commission on Adaptation,five,2.0,sentence
$7.1 trillion,between 2020 and 2030,2.0,sentence
$7.1 trillion,$1.8 trillion,2.0,sentence
$7.1 trillion,five,2.0,sentence
between 2020 and 2030,$1.8 trillion,2.0,sentence
between 2020 and 2030,five,2.0,sentence
$1.8 trillion,five,2.0,sentence
Bill Gates,Ban Ki-moon,2.0,sentence
the Doomsday Glacier,the previous decade,1.0,document
the Doomsday Glacier,the Alfred Wegener Institute,1.0,document
the Doomsday Glacier,West Antarctic Ice Sheet,1.0,document
the Doomsday Glacier,Antarctic,1.0,document
the Doomsday Glacier,2 kilometers,1.0,document
the Doomsday Glacier,Nature Climate Change,1.0,document
the Doomsday Glacier,65 centimeters,1.0,document
the Doomsday Glacier,between 2012 and 2022,1.0,document
the previous decade,the Alfred Wegener Institute,1.0,document
the previous decade,West Antarctic Ice Sheet,1.0,document
the previous decade,Antarctic,1.0,document
the previous decade,2 kilometers,1.0,document
the previous decade,Nature Climate Change,1.0,document
the previous decade,65 centimeters,1.0,document
the previous decade,between 2012 and 2022,1.0,document
the Alfred Wegener Institute,West Antarctic Ice Sheet,1.0,document
the Alfred Wegener Institute,Antarctic,1.0,document
the Alfred Wegener Institute,2 kilometers,1.0,document
the Alfred Wegener Institute,Nature Climate Change,1.0,document
the Alfred Wegener Institute,65 centimeters,1.0,document
the Alfred Wegener Institute,between 2012 and 2022,1.0,document
West Antarctic Ice Sheet,Antarctic,1.0,document
West Antarctic Ice Sheet,2 kilometers,1.0,document
West Antarctic Ice Sheet,Nature Climate Change,1.0,document
West Antarctic Ice Sheet,65 centimeters,1.0,document
West Antarctic Ice Sheet,between 2012 and 2022,1.0,document
Antarctic,2 kilometers,1.0,document
Antarctic,Nature Climate Change,1.0,document
Antarctic,65 centimeters,1.0,document
Antarctic,between 2012 and 2022,1.0,document
2 kilometers,Nature Climate Change,1.0,document
2 kilometers,65 centimeters,1.0,document
2 kilometers,between 2012 and 2022,1.0,document
Nature Climate Change,65 centimeters,1.0,document
Nature Climate Change,between 2012 and 2022,1.0,document
65 centimeters,between 2012 and 2022,1.0,document
the previous decade,the Alfred Wegener Institute,2.0,sentence
the previous decade,Antarctic,2.0,sentence
the previous decade,Nature Climate Change,2.0,sentence
the previous decade,between 2012 and 2022,2.0,sentence
the Alfred Wegener Institute,Antarctic,2.0,sentence
the Alfred Wegener Institute,Nature Climate Change,2.0,sentence
the Alfred Wegener Institute,between 2012 and 2022,2.0,sentence
Antarctic,Nature Climate Change,2.0,sentence
Antarctic,between 2012 and 2022,2.0,sentence
Nature Climate Change,between 2012 and 2022,2.0,sentence
65 centimeters,2 kilometers,2.0,sentence
65 centimeters,the Doomsday Glacier,2.0,sentence
2 kilometers,the Doomsday Glacier,2.0,sentence
45%,95%,1.0,document
45%,863 megawatts,1.0,document
45%,the Great Rift Valley,1.0,document
45%,Olkaria,1.0,document
45%,the African Union,1.0,document
45%,Africa,1.0,document
45%,Kenya,1.0,document
45%,"5,000 megawatts",1.0,document
45%,the Japan International Cooperation Agency,1.0,document
95%,863 megawatts,1.0,document
95%,2030,1.0,document
95%,the Great Rift Valley,1.0,document
95%,Olkaria,1.0,document
95%,the African Union,1.0,document
95%,Africa,1.0,document
95%,Kenya,1.0,document
95%,"5,000 megawatts",1.0,document
95%,the Japan International Cooperation Agency,1.0,document
863 megawatts,2030,1.0,document
863 megawatts,the Great Rift Valley,1.0,document
863 megawatts,Olkaria,1.0,document
863 megawatts,the African Union,1.0,document
863 megawatts,Africa,1.0,document
863 megawatts,Kenya,1.0,document
863 megawatts,"5,000 megawatts",1.0,document
863 megawatts,the Japan International Cooperation Agency,1.0,document
2030,the Great Rift Valley,1.0,document
2030,Olkaria,1.0,document
2030,the African Union,1.0,document
2030,Kenya,1.0,document
2030,"5,000 megawatts",1.0,document
2030,the Japan International Cooperation Agency,1.0,document
the Great Rift Valley,Olkaria,1.0,document
the Great Rift Valley,the African Union,1.0,document
the Great Rift Valley,Africa,1.0,document
the Great Rift Valley,Kenya,1.0,document
the Great Rift Valley,"5,000 megawatts",1.0,document
the Great Rift Valley,the Japan International Cooperation Agency,1.0,document
Olkaria,the African Union,1.0,document
Olkaria,Africa,1.0,document
Olkaria,Kenya,1.0,document
Olkaria,"5,000 megawatts",1.0,document
Olkaria,the Japan International Cooperation Agency,1.0,document
the African Union,Africa,1.0,document
the African Union,Kenya,1.0,document
the African Union,"5,000 megawatts",1.0,document
the African Union,the Japan International Cooperation Agency,1.0,document
Africa,Kenya,1.0,document
Africa,"5,000 megawatts",1.0,document
Africa,the Japan International Cooperation Agency,1.0,document
Kenya,"5,000 megawatts",1.0,document
Kenya,the Japan International Cooperation Agency,1.0,document
"5,000 megawatts",the Japan International Cooperation Agency,1.0,document
45%,863 megawatts,2.0,sentence
45%,the Great Rift Valley,2.0,sentence
45%,Olkaria,2.0,sentence
45%,Africa,2.0,sentence
45%,Kenya,2.0,sentence
863 megawatts,the Great Rift Valley,2.0,sentence
863 megawatts,Olkaria,2.0,sentence
863 megawatts,Africa,2.0,sentence
863 megawatts,Kenya,2.0,sentence
the Great Rift Valley,Olkaria,2.0,sentence
the Great Rift Valley,Africa,2.0,sentence
the Great Rift Valley,Kenya,2.0,sentence
Olkaria,Africa,2.0,sentence
Olkaria,Kenya,2.0,sentence
Africa,Kenya,2.0,sentence
Kenya,"5,000 megawatts",2.0,sentence
Kenya,2030,2.0,sentence
"5,000 megawatts",2030,2.0,sentence
the Japan International Cooperation Agency,the African Union,2.0,sentence
2-3%,Working Group III,1.0,document
2-3%,2030,1.0,document
2-3%,21%,1.0,document
2-3%,75-90%,1.0,document
2-3%,zero,1.0,document
2-3%,IPCC,1.0,document
Working Group III,2030,1.0,document
Working Group III,21%,1.0,document
Working Group III,75-90%,1.0,document
Working Group III,zero,1.0,document
Working Group III,IPCC,1.0,document
2030,21%,1.0,document
2030,75-90%,1.0,document
2030,zero,1.0,document
21%,75-90%,1.0,document
21%,zero,1.0,document
21%,IPCC,1.0,document
75-90%,zero,1.0,document
75-90%,IPCC,1.0,document
zero,IPCC,1.0,document
Working Group III,21%,2.0,sentence
Working Group III,IPCC,2.0,sentence
21%,IPCC,2.0,sentence
2-3%,zero,2.0,sentence
2-3%,2030,2.0,sentence
zero,2030,2.0,sentence
Asia,2025,1.0,document
Asia,the United Nations,1.0,document
Asia,Over 200 million,1.0,document
Asia,Hindu,1.0,document
Asia,the International Year of Glaciers,1.0,document
Asia,Kush Himalayan,1.0,document
Asia,December 2023,1.0,document
Asia,ten,1.0,document
2025,the United Nations,1.0,document
2025,Over 200 million,1.0,document
2025,Hindu,1.0,document
2025,the International Year of Glaciers,1.0,document
2025,Kush Himalayan,1.0,document
2025,December 2023,1.0,document
2025,ten,1.0,document
the United Nations,Over 200 million,1.0,document
the United Nations,Hindu,1.0,document
the United Nations,the International Year of Glaciers,1.0,document
the United Nations,Kush Himalayan,1.0,document
the United Nations,December 2023,1.0,document
the United Nations,ten,1.0,document
Over 200 million,Hindu,1.0,document
Over 200 million,the International Year of Glaciers,1.0,document
Over 200 million,Kush Himalayan,1.0,document
Over 200 million,December 2023,1.0,document
Over 200 million,ten,1.0,document
Hindu,the International Year of Glaciers,1.0,document
Hindu,Kush Himalayan,1.0,document
Hindu,December 2023,1.0,document
Hindu,ten,1.0,document
the International Year of Glaciers,Kush Himalayan,1.0,document
the International Year of Glaciers,December 2023,1.0,document
the International Year of Glaciers,ten,1.0,document
Kush Himalayan,December 2023,1.0,document
Kush Himalayan,ten,1.0,document
December 2023,ten,1.0,document
the United Nations,the International Year of Glaciers,2.0,sentence
the United Nations,2025,2.0,sentence
the United Nations,December 2023,2.0,sentence
the International Year of Glaciers,2025,2.0,sentence
the International Year of Glaciers,December 2023,2.0,sentence
2025,December 2023,2.0,sentence
ten,Asia,2.0,sentence
ten,Kush Himalayan,2.0,sentence
ten,Hindu,2.0,sentence
Asia,Kush Himalayan,2.0,sentence
Asia,Hindu,2.0,sentence
Kush Himalayan,Hindu,2.0,sentence
2050,الأربعة الأخيرة,1.0,document
2050,15-20%,1.0,document
2050,المناخ,1.0,document
2050,جفافاً,1.0,document
2050,وانخفض معدل الهطول الشتوي,1.0,document
الأربعة الأخيرة,15-20%,1.0,document
الأربعة الأخيرة,المناخ,1.0,document
الأربعة الأخيرة,20%,1.0,document
الأربعة الأخيرة,جفافاً,1.0,document
الأربعة الأخيرة,وانخفض معدل الهطول الشتوي,1.0,document
15-20%,المناخ,1.0,document
15-20%,20%,1.0,document
15-20%,جفافاً,1.0,document
15-20%,وانخفض معدل الهطول الشتوي,1.0,document
المناخ,20%,1.0,document
المناخ,جفافاً,1.0,document
المناخ,وانخفض معدل الهطول الشتوي,1.0,document
20%,جفافاً,1.0,document
20%,وانخفض معدل الهطول الشتوي,1.0,document
جفافاً,وانخفض معدل الهطول الشتوي,1.0,document
وانخفض معدل الهطول الشتوي,15-20%,2.0,sentence
2050,جفافاً,2.0,sentence
جفافاً,20%,2.0,sentence
من المياه,85,1.0,document
من المياه,40,1.0,document
من المياه,أطلقت الحكومة الأردنية,1.0,document
من المياه,الري بالغمر,1.0,document
من المياه,"50,000",1.0,document
من المياه,2028,1.0,document
من المياه,مكعب,1.0,document
85,40,1.0,document
85,أطلقت الحكومة الأردنية,1.0,document
85,الري بالغمر,1.0,document
85,"50,000",1.0,document
85,2028,1.0,document
85,مكعب,1.0,document
40,أطلقت الحكومة الأردنية,1.0,document
40,الري بالغمر,1.0,document
40,"50,000",1.0,document
40,2028,1.0,document
40,مكعب,1.0,document
أطلقت الحكومة الأردنية,الري بالغمر,1.0,document
أطلقت الحكومة الأردنية,"50,000",1.0,document
أطلقت الحكومة الأردنية,2028,1.0,document
أطلقت الحكومة الأردنية,مكعب,1.0,document
